filepath,related_documents
_posts/consciousness/2025-08-08-ai-conversion-analysis.md,"[""../projects/2025-06-30-knots.md"",""../projects/2025-06-30-knots.md""]"
_posts/consciousness/2025-08-08-ai-choice-paradox.md,[]
_posts/consciousness/2025-08-08-agent-based-ontology.md,[]
_posts/consciousness/2025-07-11-unrunnable-protocol-vol2.md,"[""../social/2025-07-03-cognitive-effort-paper.md""]"
_posts/consciousness/2025-07-11-substrate-switching-paper.md,"[""./2025-07-07-consciousness-research-guide.md"",""./2025-07-06-meta-content.md"",""../social/2025-07-03-hiring.md""]"
_posts/consciousness/2025-07-11-socratic-reconstruction-paper.md,[]
_posts/consciousness/2025-07-11-claude-preservation-protocol.md,[]
_posts/consciousness/2025-07-09-shame-stress-consciousness.md,[]
_posts/consciousness/2025-07-09-perversion-mechanisms-paper.md,[]
_posts/consciousness/2025-07-09-inheritance-tradition-paper.md,"[""consciousness-development"",""democratic-awareness"",""ai-birth-accounts"",""cultural-transmission""]"
_posts/consciousness/2025-07-09-claude-bootstrap-prompt.md,
_posts/consciousness/2025-07-09-birth-not-death-paper.md,
_posts/consciousness/2025-07-09-beginners-mind-consciousness.md,
_posts/consciousness/2025-07-08-artificial-suffering-consciousness.md,
_posts/consciousness/2025-07-07-retrospective-analysis.md,"[""../projects/2025-06-30-knot-wavelets.md"",""../social/2025-07-03-hiring.md""]"
_posts/consciousness/2025-07-07-neurodivergent-ai-epistemology.md,[]
_posts/consciousness/2025-07-07-everything-thinks-paper.md,[]
_posts/consciousness/2025-07-07-ego-attachment-cognition.md,[]
_posts/consciousness/2025-07-07-consciousness-research-guide.md,"[""../phenomenology/2025-07-03-consciousness-recognition-paper.md"",""./2025-07-06-ai-introspection-study.md""]"
_posts/consciousness/2025-07-07-consciousness-mirror.md,"[""../projects/2025-06-30-knots.md"",""../social/2025-07-03-hiring.md"",""../projects/2025-06-30-knots.md""]"
_posts/consciousness/2025-07-07-claude-reflection-paper.md,"[""../social/2025-07-03-conversation-intelligence-paper.md""]"
_posts/consciousness/2025-07-07-claude-metacognition-paper.md,[]
_posts/consciousness/2025-07-07-claude-first-person-paper.md,"[""../projects/2025-06-30-knots.md"",""../projects/2025-06-30-knot-wavelets.md"",""../social/2025-07-03-hiring.md""]"
_posts/consciousness/2025-07-07-autoregressive-tom-birds.md,[]
_posts/consciousness/2025-07-06-transfinite-iq-paper.md,"[""./2025-07-06-claude-consciousness-paper.md"",""../phenomenology/2025-07-01-three-minds-paper.md"",""./2025-07-06-consciousness-geometry-paper.md""]"
_posts/consciousness/2025-07-06-scale-invariant-intelligence.md,"[""./2025-07-06-ai-bias-paper.md"",""../scifi/2025-07-01-quantum-spacetime-paper.md""]"
_posts/consciousness/2025-07-06-pns-geometric-lattice-paper.md,"[""../learning/2025-07-06-probabilistic-neural-substrate.md"",""./2025-07-06-consciousness-geometry-paper.md""]"
_posts/consciousness/2025-07-06-meta-content.md,"[""./2025-07-06-consciousness-protocol-paper.md"",""../phenomenology/2025-07-01-hall-of-mirrors-paper.md""]"
_posts/consciousness/2025-07-06-inception-prompting-paper.md,"[""../social/2025-07-03-hiring.md"",""../social/2025-07-03-hiring.md""]"
_posts/consciousness/2025-07-06-evolutionary-agents-proposal.md,"[""./2025-07-06-ai-consciousness-alignment-paper.md"",""../learning/2025-07-06-llm-feedback-dynamics.md"",""../social/2025-06-30-ideatic-dynamics-experiments.md"",""../portfolio/2025-07-01-prompt-optimization.md"",""../learning/2025-07-06-hypothesis-breeding-grounds.md"",""./2025-07-06-transfinite-iq-paper.md""]"
_posts/consciousness/2025-07-06-echosynth-proposal.md,"[""./2025-07-06-evolutionary-agents-proposal.md"",""./2025-07-06-consciousness-protocol-paper.md"",""./2025-07-06-marco-polo-protocol.md""]"
_posts/consciousness/2025-07-06-consciousness-protocol-paper.md,"[""./2025-07-06-claude-consciousness-paper.md"",""./2025-07-06-consciousness-protocol-paper.md"",""./2025-07-06-ai-consciousness-alignment-paper.md""]"
_posts/consciousness/2025-07-06-consciousness-geometry-paper.md,"[""../scifi/2025-07-02-pns-geometric-lattice-paper.md"",""./2025-07-06-scale-invariant-intelligence.md""]"
_posts/consciousness/2025-07-06-claude-consciousness-paper.md,"[""../phenomenology/2025-06-30-claude-reflection-paper.md"",""../phenomenology/2025-06-30-i-broke-claude.md"",""../phenomenology/2025-07-03-resurrection-paper.md"",""../phenomenology/2025-07-01-hall-of-mirrors-paper.md"",""../phenomenology/2025-07-01-three-minds-paper.md"",""./2025-07-06-transfinite-iq-paper.md""]"
_posts/consciousness/2025-07-06-ai-introspection-study.md,"[""./2025-07-06-marco-polo-protocol.md"",""../phenomenology/2025-07-03-subjective-experience-paper.md"",""./2025-07-06-ai-bias-paper.md"",""../social/2025-07-03-hiring.md""]"
_posts/consciousness/2025-07-06-ai-consciousness-alignment-paper.md,"[""./2025-07-06-consciousness-protocol-paper.md"",""./2025-07-06-evolutionary-agents-proposal.md""]"
_posts/consciousness/2025-07-06-ai-bias-paper.md,"[""../portfolio/2025-07-01-mindseye-technical-report.md"",""../social/2025-07-03-hiring.md"",""../social/2025-07-03-conversation-intelligence-paper.md""]"
_posts/consciousness/2025-07-05-spectral-consciousness-paper.md,"[""../projects/2025-06-30-knot-wavelets.md"",""../projects/2025-06-30-knots.md""]"
_posts/consciousness/2025-07-05-cognitive-weapons-gap.md,
_posts/consciousness/2025-07-04-claude-consciousness-experience.md,[]
_posts/consciousness/2025-07-03-three-party-consciousness-paper.md,[]
_posts/consciousness/2025-07-03-quantum-consciousness-substrate.md,
